split,scope,goal_category,goal_specificity,repeat_type,events,eligible_events,hits,rate,eligible_rate,avg_tag_jaccard
dev_test,session,I,LL,album,40,35,2,0.05,0.05714285714285714,0.05651004194521212
dev_test,session,I,LL,artist,40,35,7,0.175,0.2,0.05651004194521212
dev_test,session,I,LL,exact,40,35,0,0.0,0.0,0.05651004194521212
dev_test,session,I,LL,tag,40,35,29,0.725,0.8285714285714286,0.05651004194521212
dev_test,session,J,HH,album,80,70,25,0.3125,0.35714285714285715,0.10566886614894004
dev_test,session,J,HH,artist,80,70,40,0.5,0.5714285714285714,0.10566886614894004
dev_test,session,J,HH,exact,80,70,0,0.0,0.0,0.10566886614894004
dev_test,session,J,HH,tag,80,70,69,0.8625,0.9857142857142858,0.10566886614894004
dev_test,session,J,HL,album,240,210,70,0.2916666666666667,0.3333333333333333,0.10617609651054821
dev_test,session,J,HL,artist,240,210,104,0.43333333333333335,0.49523809523809526,0.10617609651054821
dev_test,session,J,HL,exact,240,210,0,0.0,0.0,0.10617609651054821
dev_test,session,J,HL,tag,240,210,199,0.8291666666666667,0.9476190476190476,0.10617609651054821
dev_test,session,J,LH,album,128,112,37,0.2890625,0.33035714285714285,0.07774415536367432
dev_test,session,J,LH,artist,128,112,49,0.3828125,0.4375,0.07774415536367432
dev_test,session,J,LH,exact,128,112,0,0.0,0.0,0.07774415536367432
dev_test,session,J,LH,tag,128,112,110,0.859375,0.9821428571428571,0.07774415536367432
dev_test,session,J,LL,album,168,147,26,0.15476190476190477,0.17687074829931973,0.07314346240182011
dev_test,session,J,LL,artist,168,147,36,0.21428571428571427,0.24489795918367346,0.07314346240182011
dev_test,session,J,LL,exact,168,147,0,0.0,0.0,0.07314346240182011
dev_test,session,J,LL,tag,168,147,139,0.8273809523809523,0.9455782312925171,0.07314346240182011
dev_test,session,K,HH,album,120,105,30,0.25,0.2857142857142857,0.08552068779546416
dev_test,session,K,HH,artist,120,105,36,0.3,0.34285714285714286,0.08552068779546416
dev_test,session,K,HH,exact,120,105,0,0.0,0.0,0.08552068779546416
dev_test,session,K,HH,tag,120,105,103,0.8583333333333333,0.9809523809523809,0.08552068779546416
dev_test,session,K,HL,album,352,308,86,0.24431818181818182,0.2792207792207792,0.09623474752651213
dev_test,session,K,HL,artist,352,308,130,0.3693181818181818,0.42207792207792205,0.09623474752651213
dev_test,session,K,HL,exact,352,308,0,0.0,0.0,0.09623474752651213
dev_test,session,K,HL,tag,352,308,299,0.8494318181818182,0.9707792207792207,0.09623474752651213
dev_test,session,K,LH,album,376,329,99,0.2632978723404255,0.3009118541033435,0.08851374390491219
dev_test,session,K,LH,artist,376,329,151,0.4015957446808511,0.45896656534954405,0.08851374390491219
dev_test,session,K,LH,exact,376,329,0,0.0,0.0,0.08851374390491219
dev_test,session,K,LH,tag,376,329,320,0.851063829787234,0.9726443768996961,0.08851374390491219
dev_test,session,K,LL,album,400,350,79,0.1975,0.2257142857142857,0.08563833071064984
dev_test,session,K,LL,artist,400,350,127,0.3175,0.3628571428571429,0.08563833071064984
dev_test,session,K,LL,exact,400,350,0,0.0,0.0,0.08563833071064984
dev_test,session,K,LL,tag,400,350,345,0.8625,0.9857142857142858,0.08563833071064984
dev_test,user,A,HL,album,208,184,44,0.21153846153846154,0.2391304347826087,0.031070597301052508
dev_test,user,A,HL,artist,208,184,77,0.3701923076923077,0.41847826086956524,0.031070597301052508
dev_test,user,A,HL,exact,208,184,20,0.09615384615384616,0.10869565217391304,0.031070597301052508
dev_test,user,A,HL,tag,208,184,182,0.875,0.9891304347826086,0.031070597301052508
dev_test,user,A,LH,album,104,48,2,0.019230769230769232,0.041666666666666664,0.013794859199842559
dev_test,user,A,LH,artist,104,48,2,0.019230769230769232,0.041666666666666664,0.013794859199842559
dev_test,user,A,LH,exact,104,48,2,0.019230769230769232,0.041666666666666664,0.013794859199842559
dev_test,user,A,LH,tag,104,48,45,0.4326923076923077,0.9375,0.013794859199842559
dev_test,user,A,LL,album,176,88,20,0.11363636363636363,0.22727272727272727,0.027903275430726106
dev_test,user,A,LL,artist,176,88,24,0.13636363636363635,0.2727272727272727,0.027903275430726106
dev_test,user,A,LL,exact,176,88,10,0.056818181818181816,0.11363636363636363,0.027903275430726106
dev_test,user,A,LL,tag,176,88,84,0.4772727272727273,0.9545454545454546,0.027903275430726106
dev_test,user,B,HH,album,176,96,21,0.11931818181818182,0.21875,0.03858205957836059
dev_test,user,B,HH,artist,176,96,32,0.18181818181818182,0.3333333333333333,0.03858205957836059
dev_test,user,B,HH,exact,176,96,8,0.045454545454545456,0.08333333333333333,0.03858205957836059
dev_test,user,B,HH,tag,176,96,93,0.5284090909090909,0.96875,0.03858205957836059
dev_test,user,B,HL,album,336,200,37,0.11011904761904762,0.185,0.022229669745107254
dev_test,user,B,HL,artist,336,200,76,0.2261904761904762,0.38,0.022229669745107254
dev_test,user,B,HL,exact,336,200,16,0.047619047619047616,0.08,0.022229669745107254
dev_test,user,B,HL,tag,336,200,199,0.5922619047619048,0.995,0.022229669745107254
dev_test,user,B,LH,album,280,96,24,0.08571428571428572,0.25,0.018462267468183118
dev_test,user,B,LH,artist,280,96,31,0.11071428571428571,0.3229166666666667,0.018462267468183118
dev_test,user,B,LH,exact,280,96,8,0.02857142857142857,0.08333333333333333,0.018462267468183118
dev_test,user,B,LH,tag,280,96,94,0.3357142857142857,0.9791666666666666,0.018462267468183118
dev_test,user,B,LL,album,344,184,22,0.06395348837209303,0.11956521739130435,0.017889608836265756
dev_test,user,B,LL,artist,344,184,37,0.10755813953488372,0.20108695652173914,0.017889608836265756
dev_test,user,B,LL,exact,344,184,6,0.01744186046511628,0.03260869565217391,0.017889608836265756
dev_test,user,B,LL,tag,344,184,171,0.49709302325581395,0.9293478260869565,0.017889608836265756
dev_test,user,C,HH,album,8,0,0,0.0,0.0,0.0
dev_test,user,C,HH,artist,8,0,0,0.0,0.0,0.0
dev_test,user,C,HH,exact,8,0,0,0.0,0.0,0.0
dev_test,user,C,HH,tag,8,0,0,0.0,0.0,0.0
dev_test,user,C,HL,album,64,32,1,0.015625,0.03125,0.0160507339100896
dev_test,user,C,HL,artist,64,32,3,0.046875,0.09375,0.0160507339100896
dev_test,user,C,HL,exact,64,32,0,0.0,0.0,0.0160507339100896
dev_test,user,C,HL,tag,64,32,29,0.453125,0.90625,0.0160507339100896
dev_test,user,C,LH,album,256,120,14,0.0546875,0.11666666666666667,0.020038314566885304
dev_test,user,C,LH,artist,256,120,21,0.08203125,0.175,0.020038314566885304
dev_test,user,C,LH,exact,256,120,4,0.015625,0.03333333333333333,0.020038314566885304
dev_test,user,C,LH,tag,256,120,114,0.4453125,0.95,0.020038314566885304
dev_test,user,C,LL,album,136,72,23,0.16911764705882354,0.3194444444444444,0.035049300626090685
dev_test,user,C,LL,artist,136,72,37,0.27205882352941174,0.5138888888888888,0.035049300626090685
dev_test,user,C,LL,exact,136,72,8,0.058823529411764705,0.1111111111111111,0.035049300626090685
dev_test,user,C,LL,tag,136,72,71,0.5220588235294118,0.9861111111111112,0.035049300626090685
dev_test,user,D,HH,album,96,24,12,0.125,0.5,0.010810175231211215
dev_test,user,D,HH,artist,96,24,15,0.15625,0.625,0.010810175231211215
dev_test,user,D,HH,exact,96,24,5,0.052083333333333336,0.20833333333333334,0.010810175231211215
dev_test,user,D,HH,tag,96,24,24,0.25,1.0,0.010810175231211215
dev_test,user,D,HL,album,224,128,17,0.07589285714285714,0.1328125,0.017761932336943988
dev_test,user,D,HL,artist,224,128,25,0.11160714285714286,0.1953125,0.017761932336943988
dev_test,user,D,HL,exact,224,128,6,0.026785714285714284,0.046875,0.017761932336943988
dev_test,user,D,HL,tag,224,128,121,0.5401785714285714,0.9453125,0.017761932336943988
dev_test,user,D,LH,album,208,104,24,0.11538461538461539,0.23076923076923078,0.04755066200472961
dev_test,user,D,LH,artist,208,104,46,0.22115384615384615,0.4423076923076923,0.04755066200472961
dev_test,user,D,LH,exact,208,104,7,0.03365384615384615,0.0673076923076923,0.04755066200472961
dev_test,user,D,LH,tag,208,104,101,0.4855769230769231,0.9711538461538461,0.04755066200472961
dev_test,user,D,LL,album,160,104,21,0.13125,0.20192307692307693,0.03204225518526076
dev_test,user,D,LL,artist,160,104,24,0.15,0.23076923076923078,0.03204225518526076
dev_test,user,D,LL,exact,160,104,12,0.075,0.11538461538461539,0.03204225518526076
dev_test,user,D,LL,tag,160,104,95,0.59375,0.9134615384615384,0.03204225518526076
dev_test,user,E,HH,album,64,24,8,0.125,0.3333333333333333,0.034545816893380224
dev_test,user,E,HH,artist,64,24,7,0.109375,0.2916666666666667,0.034545816893380224
dev_test,user,E,HH,exact,64,24,1,0.015625,0.041666666666666664,0.034545816893380224
dev_test,user,E,HH,tag,64,24,24,0.375,1.0,0.034545816893380224
dev_test,user,E,HL,album,128,56,2,0.015625,0.03571428571428571,0.017814573299248786
dev_test,user,E,HL,artist,128,56,8,0.0625,0.14285714285714285,0.017814573299248786
dev_test,user,E,HL,exact,128,56,0,0.0,0.0,0.017814573299248786
dev_test,user,E,HL,tag,128,56,55,0.4296875,0.9821428571428571,0.017814573299248786
dev_test,user,E,LH,album,352,160,26,0.07386363636363637,0.1625,0.016648074531058453
dev_test,user,E,LH,artist,352,160,51,0.14488636363636365,0.31875,0.016648074531058453
dev_test,user,E,LH,exact,352,160,8,0.022727272727272728,0.05,0.016648074531058453
dev_test,user,E,LH,tag,352,160,140,0.3977272727272727,0.875,0.016648074531058453
dev_test,user,E,LL,album,216,88,25,0.11574074074074074,0.2840909090909091,0.015297771843866003
dev_test,user,E,LL,artist,216,88,31,0.14351851851851852,0.3522727272727273,0.015297771843866003
dev_test,user,E,LL,exact,216,88,10,0.046296296296296294,0.11363636363636363,0.015297771843866003
dev_test,user,E,LL,tag,216,88,76,0.35185185185185186,0.8636363636363636,0.015297771843866003
dev_test,user,F,HH,album,96,32,10,0.10416666666666667,0.3125,0.022629054994194514
dev_test,user,F,HH,artist,96,32,11,0.11458333333333333,0.34375,0.022629054994194514
dev_test,user,F,HH,exact,96,32,3,0.03125,0.09375,0.022629054994194514
dev_test,user,F,HH,tag,96,32,28,0.2916666666666667,0.875,0.022629054994194514
dev_test,user,F,HL,album,256,152,23,0.08984375,0.1513157894736842,0.018320856134340785
dev_test,user,F,HL,artist,256,152,28,0.109375,0.18421052631578946,0.018320856134340785
dev_test,user,F,HL,exact,256,152,11,0.04296875,0.07236842105263158,0.018320856134340785
dev_test,user,F,HL,tag,256,152,147,0.57421875,0.9671052631578947,0.018320856134340785
dev_test,user,F,LH,album,248,104,18,0.07258064516129033,0.17307692307692307,0.011998804974282311
dev_test,user,F,LH,artist,248,104,19,0.07661290322580645,0.18269230769230768,0.011998804974282311
dev_test,user,F,LH,exact,248,104,11,0.04435483870967742,0.10576923076923077,0.011998804974282311
dev_test,user,F,LH,tag,248,104,91,0.36693548387096775,0.875,0.011998804974282311
dev_test,user,F,LL,album,160,72,5,0.03125,0.06944444444444445,0.011733212351657673
dev_test,user,F,LL,artist,160,72,9,0.05625,0.125,0.011733212351657673
dev_test,user,F,LL,exact,160,72,2,0.0125,0.027777777777777776,0.011733212351657673
dev_test,user,F,LL,tag,160,72,68,0.425,0.9444444444444444,0.011733212351657673
dev_test,user,G,HH,album,40,8,0,0.0,0.0,0.007957621225304565
dev_test,user,G,HH,artist,40,8,0,0.0,0.0,0.007957621225304565
dev_test,user,G,HH,exact,40,8,0,0.0,0.0,0.007957621225304565
dev_test,user,G,HH,tag,40,8,8,0.2,1.0,0.007957621225304565
dev_test,user,G,HL,album,248,88,19,0.07661290322580645,0.2159090909090909,0.010769779825523356
dev_test,user,G,HL,artist,248,88,34,0.13709677419354838,0.38636363636363635,0.010769779825523356
dev_test,user,G,HL,exact,248,88,9,0.036290322580645164,0.10227272727272728,0.010769779825523356
dev_test,user,G,HL,tag,248,88,76,0.3064516129032258,0.8636363636363636,0.010769779825523356
dev_test,user,G,LH,album,176,64,2,0.011363636363636364,0.03125,0.019758222963005504
dev_test,user,G,LH,artist,176,64,10,0.056818181818181816,0.15625,0.019758222963005504
dev_test,user,G,LH,exact,176,64,2,0.011363636363636364,0.03125,0.019758222963005504
dev_test,user,G,LH,tag,176,64,62,0.3522727272727273,0.96875,0.019758222963005504
dev_test,user,G,LL,album,152,80,9,0.05921052631578947,0.1125,0.016830424602524794
dev_test,user,G,LL,artist,152,80,14,0.09210526315789473,0.175,0.016830424602524794
dev_test,user,G,LL,exact,152,80,6,0.039473684210526314,0.075,0.016830424602524794
dev_test,user,G,LL,tag,152,80,71,0.46710526315789475,0.8875,0.016830424602524794
dev_test,user,H,HH,album,112,32,16,0.14285714285714285,0.5,0.013819333094597144
dev_test,user,H,HH,artist,112,32,16,0.14285714285714285,0.5,0.013819333094597144
dev_test,user,H,HH,exact,112,32,2,0.017857142857142856,0.0625,0.013819333094597144
dev_test,user,H,HH,tag,112,32,31,0.2767857142857143,0.96875,0.013819333094597144
dev_test,user,H,HL,album,384,224,23,0.059895833333333336,0.10267857142857142,0.019579213623616632
dev_test,user,H,HL,artist,384,224,32,0.08333333333333333,0.14285714285714285,0.019579213623616632
dev_test,user,H,HL,exact,384,224,11,0.028645833333333332,0.049107142857142856,0.019579213623616632
dev_test,user,H,HL,tag,384,224,208,0.5416666666666666,0.9285714285714286,0.019579213623616632
dev_test,user,H,LH,album,312,208,26,0.08333333333333333,0.125,0.03097451876380953
dev_test,user,H,LH,artist,312,208,41,0.13141025641025642,0.1971153846153846,0.03097451876380953
dev_test,user,H,LH,exact,312,208,10,0.03205128205128205,0.04807692307692308,0.03097451876380953
dev_test,user,H,LH,tag,312,208,202,0.6474358974358975,0.9711538461538461,0.03097451876380953
dev_test,user,H,LL,album,272,136,14,0.051470588235294115,0.10294117647058823,0.019224802943675456
dev_test,user,H,LL,artist,272,136,21,0.07720588235294118,0.15441176470588236,0.019224802943675456
dev_test,user,H,LL,exact,272,136,2,0.007352941176470588,0.014705882352941176,0.019224802943675456
dev_test,user,H,LL,tag,272,136,131,0.48161764705882354,0.9632352941176471,0.019224802943675456
dev_test,user,I,HH,album,24,8,4,0.16666666666666666,0.5,0.013569168845828893
dev_test,user,I,HH,artist,24,8,4,0.16666666666666666,0.5,0.013569168845828893
dev_test,user,I,HH,exact,24,8,2,0.08333333333333333,0.25,0.013569168845828893
dev_test,user,I,HH,tag,24,8,8,0.3333333333333333,1.0,0.013569168845828893
dev_test,user,I,HL,album,16,0,0,0.0,0.0,0.0
dev_test,user,I,HL,artist,16,0,0,0.0,0.0,0.0
dev_test,user,I,HL,exact,16,0,0,0.0,0.0,0.0
dev_test,user,I,HL,tag,16,0,0,0.0,0.0,0.0
dev_test,user,I,LH,album,64,32,16,0.25,0.5,0.03211138594492953
dev_test,user,I,LH,artist,64,32,16,0.25,0.5,0.03211138594492953
dev_test,user,I,LH,exact,64,32,12,0.1875,0.375,0.03211138594492953
dev_test,user,I,LH,tag,64,32,32,0.5,1.0,0.03211138594492953
dev_test,user,I,LL,album,40,8,0,0.0,0.0,0.0003205128205128205
dev_test,user,I,LL,artist,40,8,0,0.0,0.0,0.0003205128205128205
dev_test,user,I,LL,exact,40,8,0,0.0,0.0,0.0003205128205128205
dev_test,user,I,LL,tag,40,8,1,0.025,0.125,0.0003205128205128205
dev_test,user,J,HH,album,80,24,1,0.0125,0.041666666666666664,0.005809635454065716
dev_test,user,J,HH,artist,80,24,2,0.025,0.08333333333333333,0.005809635454065716
dev_test,user,J,HH,exact,80,24,1,0.0125,0.041666666666666664,0.005809635454065716
dev_test,user,J,HH,tag,80,24,11,0.1375,0.4583333333333333,0.005809635454065716
dev_test,user,J,HL,album,240,104,25,0.10416666666666667,0.2403846153846154,0.018891099091615137
dev_test,user,J,HL,artist,240,104,40,0.16666666666666666,0.38461538461538464,0.018891099091615137
dev_test,user,J,HL,exact,240,104,12,0.05,0.11538461538461539,0.018891099091615137
dev_test,user,J,HL,tag,240,104,101,0.42083333333333334,0.9711538461538461,0.018891099091615137
dev_test,user,J,LH,album,128,48,6,0.046875,0.125,0.013917816382323122
dev_test,user,J,LH,artist,128,48,9,0.0703125,0.1875,0.013917816382323122
dev_test,user,J,LH,exact,128,48,4,0.03125,0.08333333333333333,0.013917816382323122
dev_test,user,J,LH,tag,128,48,44,0.34375,0.9166666666666666,0.013917816382323122
dev_test,user,J,LL,album,168,96,11,0.06547619047619048,0.11458333333333333,0.023395421170512975
dev_test,user,J,LL,artist,168,96,14,0.08333333333333333,0.14583333333333334,0.023395421170512975
dev_test,user,J,LL,exact,168,96,4,0.023809523809523808,0.041666666666666664,0.023395421170512975
dev_test,user,J,LL,tag,168,96,95,0.5654761904761905,0.9895833333333334,0.023395421170512975
dev_test,user,K,HH,album,120,88,16,0.13333333333333333,0.18181818181818182,0.02039581224987602
dev_test,user,K,HH,artist,120,88,19,0.15833333333333333,0.2159090909090909,0.02039581224987602
dev_test,user,K,HH,exact,120,88,9,0.075,0.10227272727272728,0.02039581224987602
dev_test,user,K,HH,tag,120,88,85,0.7083333333333334,0.9659090909090909,0.02039581224987602
dev_test,user,K,HL,album,352,192,35,0.09943181818181818,0.18229166666666666,0.01818203046660698
dev_test,user,K,HL,artist,352,192,53,0.15056818181818182,0.2760416666666667,0.01818203046660698
dev_test,user,K,HL,exact,352,192,14,0.03977272727272727,0.07291666666666667,0.01818203046660698
dev_test,user,K,HL,tag,352,192,187,0.53125,0.9739583333333334,0.01818203046660698
dev_test,user,K,LH,album,376,208,35,0.09308510638297872,0.16826923076923078,0.017503732185082495
dev_test,user,K,LH,artist,376,208,50,0.13297872340425532,0.2403846153846154,0.017503732185082495
dev_test,user,K,LH,exact,376,208,10,0.026595744680851064,0.04807692307692308,0.017503732185082495
dev_test,user,K,LH,tag,376,208,204,0.5425531914893617,0.9807692307692307,0.017503732185082495
dev_test,user,K,LL,album,400,184,19,0.0475,0.10326086956521739,0.021101568885188157
dev_test,user,K,LL,artist,400,184,22,0.055,0.11956521739130435,0.021101568885188157
dev_test,user,K,LL,exact,400,184,12,0.03,0.06521739130434782,0.021101568885188157
dev_test,user,K,LL,tag,400,184,182,0.455,0.9891304347826086,0.021101568885188157
train,combined,A,HH,album,152,141,82,0.5394736842105263,0.5815602836879432,0.10030065886919488
train,combined,A,HH,artist,152,141,107,0.7039473684210527,0.7588652482269503,0.10030065886919488
train,combined,A,HH,exact,152,141,10,0.06578947368421052,0.07092198581560284,0.10030065886919488
train,combined,A,HH,tag,152,141,134,0.881578947368421,0.950354609929078,0.10030065886919488
train,combined,A,HL,album,4048,3756,1852,0.4575098814229249,0.49307774227902024,0.09620815839146271
train,combined,A,HL,artist,4048,3756,2419,0.5975790513833992,0.6440362087326944,0.09620815839146271
train,combined,A,HL,exact,4048,3756,147,0.036314229249011856,0.03913738019169329,0.09620815839146271
train,combined,A,HL,tag,4048,3756,3726,0.9204545454545454,0.9920127795527156,0.09620815839146271
train,combined,A,LH,album,2856,2642,1354,0.4740896358543417,0.5124905374716124,0.10056717928833821
train,combined,A,LH,artist,2856,2642,1786,0.6253501400560224,0.6760030280090841,0.10056717928833821
train,combined,A,LH,exact,2856,2642,127,0.04446778711484594,0.04806964420893263,0.10056717928833821
train,combined,A,LH,tag,2856,2642,2616,0.9159663865546218,0.9901589704769115,0.10056717928833821
train,combined,A,LL,album,1616,1501,821,0.5080445544554455,0.5469686875416389,0.09562260916341556
train,combined,A,LL,artist,1616,1501,1036,0.6410891089108911,0.6902065289806796,0.09562260916341556
train,combined,A,LL,exact,1616,1501,78,0.04826732673267327,0.0519653564290473,0.09562260916341556
train,combined,A,LL,tag,1616,1501,1488,0.9207920792079208,0.9913391072618255,0.09562260916341556
train,combined,B,HH,album,3280,3052,1539,0.4692073170731707,0.504259501965924,0.09126682697846886
train,combined,B,HH,artist,3280,3052,1974,0.6018292682926829,0.6467889908256881,0.09126682697846886
train,combined,B,HH,exact,3280,3052,174,0.05304878048780488,0.05701179554390563,0.09126682697846886
train,combined,B,HH,tag,3280,3052,3026,0.9225609756097561,0.991480996068152,0.09126682697846886
train,combined,B,HL,album,4592,4272,2191,0.4771341463414634,0.512874531835206,0.0933064209929929
train,combined,B,HL,artist,4592,4272,2884,0.6280487804878049,0.6750936329588015,0.0933064209929929
train,combined,B,HL,exact,4592,4272,183,0.03985191637630662,0.042837078651685394,0.0933064209929929
train,combined,B,HL,tag,4592,4272,4234,0.9220383275261324,0.9911048689138576,0.0933064209929929
train,combined,B,LH,album,4368,4087,2075,0.4750457875457875,0.5077073648152679,0.09331228472576544
train,combined,B,LH,artist,4368,4087,2699,0.6179029304029304,0.6603865916320039,0.09331228472576544
train,combined,B,LH,exact,4368,4087,231,0.052884615384615384,0.056520675311964766,0.09331228472576544
train,combined,B,LH,tag,4368,4087,4054,0.9281135531135531,0.9919256178125765,0.09331228472576544
train,combined,B,LL,album,4952,4584,2405,0.4856623586429725,0.5246509598603839,0.09398406106890149
train,combined,B,LL,artist,4952,4584,3114,0.6288368336025848,0.6793193717277487,0.09398406106890149
train,combined,B,LL,exact,4952,4584,224,0.045234248788368334,0.04886561954624782,0.09398406106890149
train,combined,B,LL,tag,4952,4584,4536,0.9159935379644588,0.9895287958115183,0.09398406106890149
train,combined,C,HH,album,392,365,217,0.5535714285714286,0.5945205479452055,0.10209662690770682
train,combined,C,HH,artist,392,365,274,0.6989795918367347,0.7506849315068493,0.10209662690770682
train,combined,C,HH,exact,392,365,17,0.04336734693877551,0.04657534246575343,0.10209662690770682
train,combined,C,HH,tag,392,365,359,0.9158163265306123,0.9835616438356164,0.10209662690770682
train,combined,C,HL,album,960,885,481,0.5010416666666667,0.5435028248587571,0.101135803960706
train,combined,C,HL,artist,960,885,611,0.6364583333333333,0.6903954802259887,0.101135803960706
train,combined,C,HL,exact,960,885,27,0.028125,0.030508474576271188,0.101135803960706
train,combined,C,HL,tag,960,885,876,0.9125,0.9898305084745763,0.101135803960706
train,combined,C,LH,album,4992,4616,2565,0.5138221153846154,0.5556759098786829,0.09790368085280449
train,combined,C,LH,artist,4992,4616,3232,0.6474358974358975,0.7001733102253033,0.09790368085280449
train,combined,C,LH,exact,4992,4616,250,0.05008012820512821,0.05415944540727903,0.09790368085280449
train,combined,C,LH,tag,4992,4616,4571,0.9156650641025641,0.9902512998266898,0.09790368085280449
train,combined,C,LL,album,1480,1386,779,0.5263513513513514,0.562049062049062,0.08589461207169373
train,combined,C,LL,artist,1480,1386,967,0.6533783783783784,0.6976911976911977,0.08589461207169373
train,combined,C,LL,exact,1480,1386,61,0.04121621621621622,0.04401154401154401,0.08589461207169373
train,combined,C,LL,tag,1480,1386,1369,0.925,0.9877344877344877,0.08589461207169373
train,combined,D,HH,album,1208,1123,584,0.48344370860927155,0.5200356188780053,0.11022198194410325
train,combined,D,HH,artist,1208,1123,757,0.6266556291390728,0.674087266251113,0.11022198194410325
train,combined,D,HH,exact,1208,1123,68,0.056291390728476824,0.060552092609082814,0.11022198194410325
train,combined,D,HH,tag,1208,1123,1111,0.9197019867549668,0.9893143365983972,0.11022198194410325
train,combined,D,HL,album,3160,2910,1543,0.4882911392405063,0.5302405498281787,0.10731739337793264
train,combined,D,HL,artist,3160,2910,1930,0.6107594936708861,0.6632302405498282,0.10731739337793264
train,combined,D,HL,exact,3160,2910,141,0.044620253164556964,0.04845360824742268,0.10731739337793264
train,combined,D,HL,tag,3160,2910,2866,0.9069620253164556,0.9848797250859107,0.10731739337793264
train,combined,D,LH,album,3776,3523,1825,0.4833156779661017,0.518024411013341,0.10448003885499452
train,combined,D,LH,artist,3776,3523,2420,0.6408898305084746,0.6869145614533069,0.10448003885499452
train,combined,D,LH,exact,3776,3523,177,0.046875,0.050241271643485665,0.10448003885499452
train,combined,D,LH,tag,3776,3523,3498,0.9263771186440678,0.9929037751915981,0.10448003885499452
train,combined,D,LL,album,1488,1383,741,0.49798387096774194,0.5357917570498916,0.0990133456446876
train,combined,D,LL,artist,1488,1383,905,0.6081989247311828,0.6543745480838756,0.0990133456446876
train,combined,D,LL,exact,1488,1383,97,0.06518817204301075,0.07013738250180766,0.0990133456446876
train,combined,D,LL,tag,1488,1383,1364,0.9166666666666666,0.9862617498192335,0.0990133456446876
train,combined,E,HH,album,736,674,418,0.5679347826086957,0.6201780415430267,0.12942624206207903
train,combined,E,HH,artist,736,674,538,0.7309782608695652,0.798219584569733,0.12942624206207903
train,combined,E,HH,exact,736,674,36,0.04891304347826087,0.05341246290801187,0.12942624206207903
train,combined,E,HH,tag,736,674,672,0.9130434782608695,0.9970326409495549,0.12942624206207903
train,combined,E,HL,album,2784,2582,1190,0.4274425287356322,0.4608830364058869,0.09007274811311783
train,combined,E,HL,artist,2784,2582,1573,0.5650143678160919,0.6092176607281178,0.09007274811311783
train,combined,E,HL,exact,2784,2582,85,0.0305316091954023,0.03292021688613478,0.09007274811311783
train,combined,E,HL,tag,2784,2582,2547,0.9148706896551724,0.9864446165762975,0.09007274811311783
train,combined,E,LH,album,3768,3505,2002,0.5313163481953291,0.5711840228245364,0.10128565917809121
train,combined,E,LH,artist,3768,3505,2505,0.6648089171974523,0.7146932952924394,0.10128565917809121
train,combined,E,LH,exact,3768,3505,237,0.06289808917197452,0.06761768901569187,0.10128565917809121
train,combined,E,LH,tag,3768,3505,3476,0.9225053078556263,0.9917261055634807,0.10128565917809121
train,combined,E,LL,album,3112,2893,1502,0.48264781491002573,0.5191842378154166,0.09621789071081865
train,combined,E,LL,artist,3112,2893,1910,0.6137532133676092,0.6602143104044245,0.09621789071081865
train,combined,E,LL,exact,3112,2893,124,0.03984575835475578,0.04286208088489457,0.09621789071081865
train,combined,E,LL,tag,3112,2893,2859,0.9187017994858612,0.988247493950916,0.09621789071081865
train,combined,F,HH,album,1232,1148,713,0.5787337662337663,0.6210801393728222,0.1053773835511862
train,combined,F,HH,artist,1232,1148,886,0.7191558441558441,0.7717770034843205,0.1053773835511862
train,combined,F,HH,exact,1232,1148,55,0.044642857142857144,0.04790940766550523,0.1053773835511862
train,combined,F,HH,tag,1232,1148,1136,0.922077922077922,0.9895470383275261,0.1053773835511862
train,combined,F,HL,album,3640,3374,1783,0.4898351648351648,0.528452874925904,0.09855887034155462
train,combined,F,HL,artist,3640,3374,2318,0.6368131868131868,0.6870183758150563,0.09855887034155462
train,combined,F,HL,exact,3640,3374,177,0.04862637362637363,0.05245998814463545,0.09855887034155462
train,combined,F,HL,tag,3640,3374,3350,0.9203296703296703,0.992886781268524,0.09855887034155462
train,combined,F,LH,album,2512,2343,1240,0.49363057324840764,0.5292360221937686,0.09788852377797234
train,combined,F,LH,artist,2512,2343,1609,0.6405254777070064,0.6867264191207854,0.09788852377797234
train,combined,F,LH,exact,2512,2343,107,0.04259554140127388,0.04566794707639778,0.09788852377797234
train,combined,F,LH,tag,2512,2343,2317,0.9223726114649682,0.988903115663679,0.09788852377797234
train,combined,F,LL,album,1312,1215,595,0.4535060975609756,0.4897119341563786,0.09381346744556977
train,combined,F,LL,artist,1312,1215,765,0.583079268292683,0.6296296296296297,0.09381346744556977
train,combined,F,LL,exact,1312,1215,58,0.04420731707317073,0.047736625514403296,0.09381346744556977
train,combined,F,LL,tag,1312,1215,1202,0.9161585365853658,0.9893004115226337,0.09381346744556977
train,combined,G,HH,album,1320,1228,606,0.4590909090909091,0.49348534201954397,0.09682341493828334
train,combined,G,HH,artist,1320,1228,805,0.6098484848484849,0.6555374592833876,0.09682341493828334
train,combined,G,HH,exact,1320,1228,75,0.056818181818181816,0.061074918566775244,0.09682341493828334
train,combined,G,HH,tag,1320,1228,1210,0.9166666666666666,0.9853420195439739,0.09682341493828334
train,combined,G,HL,album,3232,3005,1667,0.5157797029702971,0.5547420965058236,0.09776496975400446
